first_name;last_name;date_of_birth;year_of_birth;street_address;email;gender;region;campus;entry_level;year_of_entry;year_of_exit;study_lenght;level_of_exit;still_student;level;contratPro;speciality;compta_paymentType;compta_paid;compta_paymentDue;compta_relance
Tan;Record;24/11/1987;1987;93 Surrey Plaza;tanrecord@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2009;2012;3;B.ENG 3;false;;false;;Comptant;true;0;
Mal;Custance;07/05/1975;1975;8 Mifflin Terrace;malcustance@supinfo.com;Female;Normandie;Caen;B.ENG 1;1991;1996;5;M.ENG 2;false;;false;;Comptant;true;0;
Theodor;Bernhardt;20/07/1990;1990;0 Sunnyside Junction;theodorbernhardt@supinfo.com;Male;Normandie;Caen;B.ENG 1;2008;2010;2;B.ENG 1;false;;false;;Echelonnement;true;0;
Riva;Dumbreck;27/01/1994;1994;715 Moose Place;rivadumbreck@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2011;2015;4;M.ENG 1;false;;false;;Comptant;true;0;
Kat;Greenhead;20/09/1982;1982;3 Burrows Avenue;katgreenhead@supinfo.com;Female;Normandie;Caen;B.ENG 1;2002;2003;1;B.ENG 1;false;;false;;Comptant;true;0;
Hana;Thorrington;31/05/1977;1977;6 Dwight Crossing;hanathorrington@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2016;2018;2;B.ENG 2;false;;false;;Comptant;true;0;
Florrie;Bulluck;22/10/1985;1985;6 Basil Plaza;florriebulluck@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2004;2007;3;B.ENG 3;false;;false;;Comptant;true;0;
Tabatha;Ateridge;10/11/1976;1976;593 5th Road;tabathaateridge@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 3;2019;2020;1;B.ENG 3;false;;false;;Echelonnement;true;0;
Sidonnie;Rivelin;28/03/1998;1998;70662 Clemons Alley;sidonnierivelin@supinfo.com;Male;Normandie;Caen;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Rodd;Reynalds;07/04/1989;1989;62 John Wall Place;roddreynalds@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2012;2018;6;M.ENG 2;false;;false;;Comptant;true;0;
Garey;Gallaher;22/10/1991;1991;5 Prairieview Junction;gareygallaher@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2011;2014;3;B.ENG 2;false;;false;;Comptant;true;0;
Catharina;Cartmel;04/08/1981;1981;70 Anhalt Pass;catharinacartmel@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;1998;2001;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Georgianne;Faveryear;28/02/2002;2002;457 Rieder Trail;georgiannefaveryear@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Wallie;Ruddoch;12/12/1980;1980;7143 Stoughton Center;wallieruddoch@supinfo.com;Male;Normandie;Caen;M.ENG 1;1997;1999;2;M.ENG 2;false;;false;;Comptant;true;0;
Gus;Truggian;25/01/1990;1990;0 Tony Park;gustruggian@supinfo.com;Male;Normandie;Caen;B.ENG 1;2008;2011;3;B.ENG 3;false;;false;;Comptant;true;0;
Haily;Mozzini;06/06/1981;1981;783 Hagan Point;hailymozzini@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2000;2006;6;M.ENG 2;false;;false;;Comptant;true;0;
Michael;Keane;29/06/1986;1986;4 Hermina Way;michaelkeane@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2003;2006;3;B.ENG 2;false;;false;;Echelonnement;true;0;
Gayler;Lengthorn;12/08/1978;1978;5965 Rutledge Circle;gaylerlengthorn@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;1996;2002;6;M.ENG 2;false;;false;;Comptant;true;0;
Stern;Deyes;17/06/1989;1989;2 Eagan Crossing;sterndeyes@supinfo.com;Female;Normandie;Caen;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Comptant;true;0;
Avictor;Rable;12/07/1986;1986;73 Sloan Hill;avictorrable@supinfo.com;Male;Centre-Val de Loire;Tours;M.ENG 1;2019;2020;1;M.ENG 1;false;;false;;Comptant;true;0;
Gil;Newcombe;02/09/1976;1976;4 Susan Place;gilnewcombe@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2007;2013;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Wilhelmine;Guierre;24/05/1975;1975;1808 Mariners Cove Hill;wilhelmineguierre@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;1997;2000;3;B.ENG 3;false;;false;;Comptant;true;0;
Silas;Darth;07/07/1976;1976;2 Pine View Avenue;silasdarth@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;1998;2002;4;M.ENG 1;false;;false;;Comptant;true;0;
Isidore;Forbes;07/10/2000;2000;6653 Crest Line Circle;isidoreforbes@supinfo.com;Female;Normandie;Caen;B.ENG 1;2017;;5;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Monika;Pochin;08/03/1995;1995;0 Pearson Center;monikapochin@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2011;2016;5;M.ENG 2;false;;false;;Comptant;true;0;
Dory;Millan;20/05/1989;1989;981 Miller Lane;dorymillan@supinfo.com;Female;Bretagne;Distanciel;B.ENG 2;2017;;5;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Des;Demke;24/07/1982;1982;311 Ridge Oak Court;desdemke@supinfo.com;Female;Bretagne;Distanciel;M.ENG 1;2008;2012;4;M.ENG 2;false;;false;;Comptant;true;0;
Marcello;Lye;08/06/2000;2000;778 Alpine Avenue;marcellolye@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Filbert;Nelthrop;01/01/2000;2000;05295 Raven Park;filbertnelthrop@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;false;Data Engineering;Comptant;true;0;
Sharl;Tremathick;08/01/1979;1979;3 Bellgrove Way;sharltremathick@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;1997;1998;1;B.ENG 1;false;;false;;Comptant;true;0;
Joshua;Shearston;02/06/1998;1998;1 Thierer Lane;joshuashearston@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Greg;Edgerly;15/06/1984;1984;1277 Algoma Junction;gregedgerly@supinfo.com;Female;Normandie;Distanciel;B.ENG 3;2018;;4;;true;M.ENG 2;false;Data Engineering;Comptant;true;0;
Nicole;Charrett;04/04/1975;1975;5067 Roth Lane;nicolecharrett@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2003;2007;4;M.ENG 1;false;;false;;Comptant;true;0;
Ema;Gemeau;30/11/1990;1990;66507 Donald Way;emagemeau@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2008;2009;1;B.ENG 1;false;;false;;Comptant;true;0;
Cornell;Huot;24/03/1993;1993;32677 Montana Hill;cornellhuot@supinfo.com;Female;Grand Est;Distanciel;M.ENG 1;2018;;4;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Corney;Gligoraci;29/04/1996;1996;854 Truax Way;corneygligoraci@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Comptant;true;0;
Lark;Tuffrey;22/12/2000;2000;4638 Hayes Street;larktuffrey@supinfo.com;Female;Normandie;Caen;B.ENG 1;2017;;5;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Halley;Beeching;20/07/1975;1975;0336 Dawn Center;halleybeeching@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;1998;1999;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Teena;O' Mullane;21/01/1978;1978;49282 Anzinger Parkway;teenao' mullane@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2012;2013;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Huberto;Bleier;17/06/1990;1990;70356 Florence Road;hubertobleier@supinfo.com;Male;Normandie;Caen;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Comptant;true;0;
Celle;Raleston;20/12/1997;1997;939 Oak Valley Court;celleraleston@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Comptant;true;0;
Yolande;Pandey;13/05/1997;1997;976 Utah Pass;yolandepandey@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2015;2019;4;M.ENG 1;false;;false;;Comptant;true;0;
Tyler;Korpal;11/07/1984;1984;5277 Ridgeway Court;tylerkorpal@supinfo.com;Male;Normandie;Caen;B.ENG 1;2001;2004;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Melessa;Mealand;03/02/1981;1981;860 Weeping Birch Hill;melessamealand@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 2;1999;2005;6;M.ENG 2;false;;false;;Comptant;true;0;
Marcel;Kemball;31/12/1992;1992;46021 Saint Paul Circle;marcelkemball@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Lorilee;Kienl;09/04/1980;1980;41113 Westridge Alley;lorileekienl@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Helge;Rosie;26/02/1987;1987;235 Rieder Circle;helgerosie@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2005;2006;1;B.ENG 1;false;;false;;Comptant;true;0;
Hersh;Drewett;06/12/1984;1984;05 Heath Lane;hershdrewett@supinfo.com;Male;Normandie;Caen;B.ENG 1;2006;2012;6;M.ENG 2;false;;false;;Comptant;true;0;
Ardeen;Dougan;06/03/1995;1995;86 Roxbury Lane;ardeendougan@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2011;2016;5;M.ENG 2;false;;false;;Comptant;true;0;
Zachary;Sharpless;18/09/1999;1999;63 Ruskin Point;zacharysharpless@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2017;2018;1;B.ENG 1;false;;false;;Comptant;true;0;
Ashli;Innman;28/04/2001;2001;756 Susan Circle;ashliinnman@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2017;2020;3;B.ENG 3;false;;false;;Comptant;true;0;
Joey;Soulsby;13/06/1994;1994;72 Northview Way;joeysoulsby@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2014;2019;5;M.ENG 2;false;;false;;Comptant;true;0;
Lilian;Nibley;26/07/1988;1988;412 Briar Crest Junction;liliannibley@supinfo.com;Male;Normandie;Caen;B.ENG 1;2006;2012;6;M.ENG 2;false;;false;;Comptant;true;0;
Lilith;Shorland;16/11/1986;1986;849 Redwing Court;lilithshorland@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 2;2016;;6;;true;M.ENG 2;false;Data Engineering;Comptant;false;5030;false
Vincents;Fishly;15/09/2002;2002;2744 Homewood Place;vincentsfishly@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Brendis;Christofe;03/04/1977;1977;6507 Park Meadow Alley;brendischristofe@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2018;2020;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Phillie;Pescod;02/09/1983;1983;10 Larry Center;philliepescod@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;2008;2009;1;B.ENG 1;false;;false;;Comptant;true;0;
Aleece;Iveans;17/04/1985;1985;785 Dottie Place;aleeceiveans@supinfo.com;Male;Grand Est;Distanciel;B.ENG 2;2009;2013;4;M.ENG 2;false;;false;;Echelonnement;true;0;
Boyd;Firminger;12/08/1982;1982;26800 Mallard Plaza;boydfirminger@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2011;2016;5;M.ENG 2;false;;false;;Comptant;true;0;
Lynea;Bunney;02/08/1975;1975;6153 Maryland Crossing;lyneabunney@supinfo.com;Male;Grand Est;Distanciel;B.ENG 2;2016;2017;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Aldis;Iaduccelli;19/02/2002;2002;1 Pleasure Point;aldisiaduccelli@supinfo.com;Male;Normandie;Caen;B.ENG 1;2018;;4;;true;M.ENG 1;true;Systemes Reseaux et securité;OPCA;true;0;
Thebault;Booley;30/04/1997;1997;51292 Drewry Plaza;thebaultbooley@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2015;2020;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Bethanne;Brackpool;24/11/1995;1995;9 Butternut Junction;bethannebrackpool@supinfo.com;Female;Normandie;Caen;B.ENG 1;2016;;6;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Welsh;Earles;18/01/1986;1986;6515 Union Drive;welshearles@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2002;2003;1;B.ENG 1;false;;false;;Comptant;true;0;
Mireille;Blundon;22/07/1992;1992;02195 Clyde Gallagher Parkway;mireilleblundon@supinfo.com;Male;Normandie;Caen;B.ENG 1;2009;2015;6;M.ENG 2;false;;false;;Comptant;true;0;
Shir;Lyons;24/12/1989;1989;9720 Ohio Plaza;shirlyons@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2009;2014;5;M.ENG 2;false;;false;;Comptant;true;0;
Jethro;Wheelhouse;06/12/1976;1976;86869 Summit Hill;jethrowheelhouse@supinfo.com;Male;Normandie;Caen;B.ENG 2;2014;2018;4;M.ENG 2;false;;false;;Comptant;true;0;
Kylen;Beart;19/01/1984;1984;7106 Forest Dale Lane;kylenbeart@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Donavon;Kenzie;04/03/1988;1988;270 Lakeland Court;donavonkenzie@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2004;2007;3;B.ENG 3;false;;false;;Comptant;true;0;
Mari;Gerardeaux;24/09/1996;1996;2522 Farwell Court;marigerardeaux@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2014;2019;5;M.ENG 2;false;;false;;Comptant;true;0;
Farrah;Jotcham;13/11/1978;1978;9540 Pine View Place;farrahjotcham@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Dion;Downham;01/01/1983;1983;6111 Grover Trail;diondownham@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2016;2018;2;B.ENG 2;false;;false;;Comptant;true;0;
Lukas;Jeffree;11/03/1990;1990;6 Holmberg Hill;lukasjeffree@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Comptant;true;0;
Claybourne;Schubuser;28/08/2001;2001;3 1st Park;claybourneschubuser@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;true;;OPCA;true;0;
Jeremias;Eyckelberg;01/09/1978;1978;2 Amoth Street;jeremiaseyckelberg@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2007;2008;1;B.ENG 1;false;;false;;Comptant;true;0;
Davina;Shardlow;19/10/1977;1977;40 Summer Ridge Street;davinashardlow@supinfo.com;Male;Centre-Val de Loire;Tours;M.ENG 1;2017;2019;2;M.ENG 2;false;;false;;Comptant;true;0;
Berenice;Kmiec;29/11/1985;1985;21537 Russell Circle;berenicekmiec@supinfo.com;Female;Bretagne;Distanciel;B.ENG 2;2019;2020;1;B.ENG 2;false;;false;;Comptant;true;0;
Ruddie;Brothwell;01/07/1993;1993;1551 La Follette Park;ruddiebrothwell@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2010;2011;1;B.ENG 1;false;;false;;Comptant;true;0;
Cosette;Jacquest;31/10/1977;1977;850 Hooker Circle;cosettejacquest@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;1998;2003;5;M.ENG 2;false;;false;;Comptant;true;0;
Delcina;Stefi;25/09/1987;1987;264 Chinook Street;delcinastefi@supinfo.com;Male;Pays de la Loire;Distanciel;M.ENG 1;2020;;2;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Fletcher;Bernardot;23/02/1981;1981;5417 Tennessee Terrace;fletcherbernardot@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2011;2015;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Bar;Bedberry;07/05/1990;1990;28340 Hudson Terrace;barbedberry@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Comptant;true;0;
Daphne;Salmoni;24/06/1996;1996;6923 Manley Lane;daphnesalmoni@supinfo.com;Male;Normandie;Caen;B.ENG 1;2012;2014;2;B.ENG 2;false;;false;;Comptant;true;0;
Riannon;Veregan;13/08/1993;1993;4 Ohio Plaza;riannonveregan@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Giacopo;Punyer;01/01/2002;2002;68451 Fremont Pass;giacopopunyer@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Helsa;Checo;09/06/1981;1981;6206 Continental Point;helsacheco@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;1998;1999;1;B.ENG 1;false;;false;;Comptant;true;0;
Halimeda;Bickmore;19/10/1982;1982;701 Sheridan Lane;halimedabickmore@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 2;1999;2001;2;B.ENG 3;false;;false;;Echelonnement;true;0;
Sylvan;Arney;24/05/1985;1985;1 Morning Trail;sylvanarney@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2014;2017;3;B.ENG 3;false;;false;;Comptant;true;0;
Carmelle;Aronsohn;08/03/1981;1981;79 Carey Terrace;carmellearonsohn@supinfo.com;Male;Normandie;Caen;B.ENG 1;1999;2002;3;B.ENG 3;false;;false;;Comptant;true;0;
Jaymie;Godilington;01/03/1975;1975;20 Rutledge Plaza;jaymiegodilington@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;1991;1995;4;M.ENG 1;false;;false;;Comptant;true;0;
Scotty;Boynton;19/06/1978;1978;8949 Walton Junction;scottyboynton@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2011;2017;6;M.ENG 2;false;;false;;Comptant;true;0;
Marilin;Eddoes;13/12/1977;1977;092 Bultman Road;marilineddoes@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Saunders;Gosnall;08/10/1990;1990;8 Hagan Point;saundersgosnall@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Daffie;Linfitt;14/12/1995;1995;1136 Judy Road;daffielinfitt@supinfo.com;Female;Normandie;Caen;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Hendrick;Foston;13/01/1977;1977;5 Anzinger Point;hendrickfoston@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2017;2020;3;B.ENG 3;false;;false;;Comptant;true;0;
Kira;Capini;22/11/1982;1982;2463 Lakewood Gardens Point;kiracapini@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2012;2016;4;M.ENG 1;false;;false;;Comptant;true;0;
Kalindi;Gibbonson;16/05/1998;1998;6 Vermont Road;kalindigibbonson@supinfo.com;Female;Normandie;Distanciel;B.ENG 1;2015;2020;5;M.ENG 2;false;;false;;Comptant;true;0;
Nero;Ellacombe;27/01/1986;1986;75 Tennyson Crossing;neroellacombe@supinfo.com;Male;Normandie;Caen;B.ENG 1;2003;2009;6;M.ENG 2;false;;false;;Comptant;true;0;
Thalia;Hills;11/11/1982;1982;3184 Declaration Lane;thaliahills@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2004;2007;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Elvira;Bywaters;11/09/1981;1981;6114 Division Street;elvirabywaters@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;1997;2002;5;M.ENG 2;false;;false;;Comptant;true;0;
Benton;Ribbens;20/07/1985;1985;13 Alpine Junction;bentonribbens@supinfo.com;Male;Normandie;Caen;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Comptant;true;0;
Karel;Giorgioni;01/02/1990;1990;7 Park Meadow Parkway;karelgiorgioni@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Fairleigh;McPhate;30/04/1983;1983;763 Ruskin Street;fairleighmcphate@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2005;2008;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Lisa;Nockalls;04/08/1988;1988;421 Forest Place;lisanockalls@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2005;2011;6;M.ENG 2;false;;false;;Comptant;true;0;
Hew;Habberjam;25/10/1992;1992;48133 Lakewood Parkway;hewhabberjam@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 2;2016;2017;1;B.ENG 2;false;;false;;Comptant;true;0;
Lona;Peery;03/10/2001;2001;0 Sage Terrace;lonapeery@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
Sherlocke;Tupp;30/09/1984;1984;013 Surrey Crossing;sherlocketupp@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2001;2003;2;B.ENG 2;false;;false;;Comptant;true;0;
Haily;Gossage;03/11/2001;2001;581 Killdeer Place;hailygossage@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;false;Intelligence Artificielle;Echelonnement;false;5174;false
Vernen;Espinho;29/03/1992;1992;9101 Jana Avenue;vernenespinho@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Jenna;Belsham;24/10/1989;1989;786 Monica Crossing;jennabelsham@supinfo.com;Female;Centre-Val de Loire;Distanciel;B.ENG 1;2006;2007;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Rowney;Forkan;09/12/1998;1998;491 Brentwood Hill;rowneyforkan@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;true;;OPCA;true;0;
Laurel;O'Criane;05/09/1975;1975;32 Superior Lane;laurelo'criane@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2011;2012;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Willi;Ward;15/04/1981;1981;28097 Hayes Park;williward@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2002;2004;2;B.ENG 2;false;;false;;Comptant;true;0;
Christiano;Gircke;06/08/1975;1975;5 Linden Road;christianogircke@supinfo.com;Female;Normandie;Caen;M.ENG 1;2017;;5;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Karil;Elsmere;08/12/1995;1995;788 Towne Parkway;karilelsmere@supinfo.com;Male;Normandie;Caen;B.ENG 1;2013;2019;6;M.ENG 2;false;;false;;Comptant;true;0;
Broddy;McIsaac;10/01/1996;1996;944 Badeau Park;broddymcisaac@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2012;2014;2;B.ENG 2;false;;false;;Comptant;true;0;
Willi;Mahady;18/02/1982;1982;09 Weeping Birch Junction;willimahady@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2016;2019;3;B.ENG 3;false;;false;;Comptant;true;0;
Shepherd;Reidie;13/09/1980;1980;05054 Northridge Place;shepherdreidie@supinfo.com;Female;Centre-Val de Loire;Distanciel;B.ENG 1;2003;2006;3;B.ENG 3;false;;false;;Comptant;true;0;
Roxie;Lillegard;27/12/1984;1984;881 Nevada Terrace;roxielillegard@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2003;2009;6;M.ENG 2;false;;false;;Comptant;true;0;
Menard;Mascall;06/09/1997;1997;047 Spenser Place;menardmascall@supinfo.com;Male;Normandie;Caen;B.ENG 1;2015;;7;;true;;false;;Comptant;false;6272;false
Mendie;Hofner;21/09/2000;2000;08 Algoma Trail;mendiehofner@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2016;2018;2;B.ENG 1;false;;false;;Comptant;true;0;
Edna;Hubberstey;18/04/1987;1987;34470 Longview Point;ednahubberstey@supinfo.com;Male;Normandie;Caen;B.ENG 1;2018;;4;;true;M.ENG 1;false;Data Engineering;Comptant;true;0;
Carlyle;Haylett;15/03/1995;1995;05 Dorton Street;carlylehaylett@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2012;2014;2;B.ENG 2;false;;false;;Comptant;true;0;
Roda;Riggott;23/04/1981;1981;797 Rieder Court;rodariggott@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;1997;1999;2;B.ENG 2;false;;false;;Comptant;true;0;
Oby;Babe;18/02/1993;1993;8492 Hoard Street;obybabe@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Nelle;Hustler;19/11/1990;1990;893 Blackbird Avenue;nellehustler@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 2;2016;;6;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Jody;Hitscher;28/06/1987;1987;832 Ruskin Park;jodyhitscher@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2004;2008;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Melinde;Raittie;26/11/1977;1977;6663 Merchant Place;melinderaittie@supinfo.com;Male;Normandie;Caen;B.ENG 3;2017;;5;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
August;Ferandez;05/08/1994;1994;4 Miller Way;augustferandez@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2011;2014;3;B.ENG 3;false;;false;;Comptant;true;0;
Toni;Wadwell;25/04/1990;1990;3456 Summerview Junction;toniwadwell@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2008;2011;3;B.ENG 3;false;;false;;Comptant;true;0;
Lanie;McGowing;12/10/1992;1992;05350 Waywood Way;laniemcgowing@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2009;2013;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Chucho;Bawme;21/08/2000;2000;575 Fallview Place;chuchobawme@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2018;2020;2;B.ENG 2;false;;false;;Comptant;true;0;
Isacco;Hurles;01/08/1997;1997;2 Mallard Terrace;isaccohurles@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2015;;7;;true;;true;;OPCA;true;0;
Joannes;Abrams;11/07/1979;1979;602 Talisman Junction;joannesabrams@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;1995;1999;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Crin;Robottom;14/06/1986;1986;48 Rutledge Hill;crinrobottom@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2011;2014;3;B.ENG 3;false;;false;;Comptant;true;0;
Skipper;Kochel;06/05/1996;1996;4604 Steensland Point;skipperkochel@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2012;2016;4;M.ENG 1;false;;false;;Comptant;true;0;
